City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Vostok,RU,2022-01-29 12:18:43,46.4856,135.8833,-12.75,99,100,3.04
281,Faanui,PF,2022-01-29 12:18:44,-16.4833,-151.75,80.2,75,4,12.71
282,Rio Grande,BR,2022-01-29 12:18:44,-32.035,-52.0986,75.94,53,2,9.93
283,Uzunovo,RU,2022-01-29 12:18:45,54.5386,38.6173,30.38,95,99,4.61
284,Sherbakul,RU,2022-01-29 12:18:45,54.6316,72.3963,2.88,89,100,7.61
285,Nador,MA,2022-01-29 12:18:46,35.174,-2.9287,64.47,63,0,10.36
286,Teknaf,BD,2022-01-29 12:18:46,20.8624,92.3058,65.48,52,0,13.27
287,Talnakh,RU,2022-01-29 12:18:46,69.4865,88.3972,-2.79,97,100,9.48
288,Kunming,CN,2022-01-29 12:16:52,25.0389,102.7183,44.53,42,0,6.71
289,Nabire,ID,2022-01-29 12:18:47,-3.3667,135.4833,76.75,89,95,0.58
290,Paamiut,GL,2022-01-29 12:18:48,61.994,-49.6678,18.18,64,100,19.75
291,Bhatkal,IN,2022-01-29 12:18:48,13.9667,74.5667,82.4,61,21,6.89
